"Date of Download: 2024-02-27_17:32:04"
"Search Parameters: Data Level:all  Trait List:  Trial List:1375,1367,1425,1353,1428,1356,1426,1352,1355,1430,1354,1376,1368,1424  Accession List:  Plot List:  Plant List:  Location List:46,37,45,22,25,38,26,44  Year List:2022,2023  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Canopy Reflectance - Blue - reflectance ratio|CO_321:0501191","Canopy Reflectance - Green - reflectance ratio|CO_321:0501192","Canopy Reflectance - NIR - reflectance ratio|CO_321:0501193","Canopy Reflectance - Red - reflectance ratio|CO_321:0501190","Canopy Reflectance - Red Edge - reflectance ratio|CO_321:0501189","Grain moisture content - %|CO_321:0001198","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Heading time - Julian date (JD)|CO_321:0001233","Lodging incidence - 0-9 percentage scale|CO_321:0001282","Maturity time - spike estimation - Julian date (JD)|CO_321:0501101","Plant height - cm|CO_321:0001301","Powdery midlew plant response - 0-10 response scale|CO_321:0501026","notes"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240495","18-13748","","plot","304169","YT_Stj_22-125","2","2","125","20","4","test","","","","","","","12.4","761.35","5532.11","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292504","IL16LCSDH-10-T-2665-70","","plot","304728","YT_Stj_22-126","1","1","126","19","4","test","","","","","","","12.4","761.35","4781.21","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240249","19-5152","","plot","304236","YT_Stj_22-127","2","2","127","18","4","test","","","","","","","12.5","745.68","5081.89","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240240","19-5041","","plot","304401","YT_Stj_22-128","1","1","128","17","4","test","","","","","","","12.6","754.17","4212.23","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271403","2020-15256","IL2020-15256","plot","304568","YT_Stj_22-129","2","2","129","16","4","test","","","","","","","12.6","737.61","5206.04","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271747","2020-2034","IL2020-2034","plot","304421","YT_Stj_22-13","1","1","13","13","1","test","","","","","","","12.4","699.07","5018.74","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239779","19-21652","","plot","304508","YT_Stj_22-130","1","1","130","15","4","test","","","","","","","12.7","718.05","5192.45","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292446","IL16LCSDH-09-T-2664-16","","plot","304762","YT_Stj_22-131","2","2","131","14","4","test","","","","","","","12.7","772.89","5161.91","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271614","2020-16972","IL2020-16972","plot","304200","YT_Stj_22-132","1","1","132","13","4","test","","","","","","","13.2","765.8","4168.13","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239637","19-18156","IL19-18156","plot","304492","YT_Stj_22-133","2","2","133","12","4","test","","","","","","","12.6","752.9","4518.02","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271415","2020-1534","IL2020-1534","plot","304657","YT_Stj_22-134","1","1","134","11","4","test","","","","","","","12.6","746.53","3677.1","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239205","19-10151","","plot","304505","YT_Stj_22-135","2","2","135","10","4","test","","","","","","","13","778.12","5517.05","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239622","19-17823","","plot","304632","YT_Stj_22-136","1","1","136","9","4","test","","","","","","","13.1","755.95","5054.65","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240001","19-25469","IL19-25469","plot","304765","YT_Stj_22-137","2","2","137","8","4","test","","","","","","","13.1","758.51","4476.97","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272147","2020-6171","IL2020-6171","plot","304704","YT_Stj_22-138","1","1","138","7","4","test","","","","","","","13.3","751.27","4914.09","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239772","19-21574","","plot","304624","YT_Stj_22-139","2","2","139","6","4","test","","","","","","","13.2","737.58","3621.49","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239563","19-16368","","plot","304148","YT_Stj_22-14","2","2","14","14","1","test","","","","","","","12.6","756.72","5404.81","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240074","19-26456","IL19-26456","plot","304353","YT_Stj_22-140","1","1","140","5","4","test","","","","","","","13.4","754.71","3045.04","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292195","IL16LCSDH-09-T-2664-23","","plot","304471","YT_Stj_22-141","2","2","141","4","4","test","","","","","","","13.2","747.84","4244.05","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239848","19-22742","","plot","304428","YT_Stj_22-142","1","1","142","3","4","test","","","","","","","13.2","738.86","4304.79","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271279","2020-14072","IL2020-14072","plot","304451","YT_Stj_22-143","2","2","143","2","4","test","","","","","","","13.5","734.99","3775.43","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","270944","2020-10001","IL2020-10001","plot","304335","YT_Stj_22-144","1","1","144","1","4","test","","","","","","","13.7","748.31","4030.89","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271906","2020-3744","IL2020-3744","plot","304354","YT_Stj_22-145","1","1","145","1","5","test","","","","","","","13.6","717.8","4625.03","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292404","IL16LCSDH-07-T-2662-237","","plot","304410","YT_Stj_22-146","2","2","146","2","5","test","","","","","","","13.6","733.26","3393.2","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240372","19-8909","","plot","304113","YT_Stj_22-147","1","1","147","3","5","test","","","","","","","13.7","752.18","3630.82","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292370","IL16LCSDH-04-T-2659-231","","plot","304392","YT_Stj_22-148","2","2","148","4","5","test","","","","","","","13.5","768.46","4078.07","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292368","IL16LCSDH-07-T-2662-23","","plot","304625","YT_Stj_22-149","1","1","149","5","5","test","","","","","","","13.4","754.71","2848.1","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239543","19-16176","IL19-16176","plot","304156","YT_Stj_22-15","1","1","15","15","1","test","","","","","","","12.6","747.8","5412.45","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239352","19-13048","","plot","304626","YT_Stj_22-150","2","2","150","6","5","test","","","","","","","13.3","739.72","3920.66","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292242","IL16LCSDH-03-T-865-46","","plot","304706","YT_Stj_22-151","1","1","151","7","5","test","","","","","","","13.4","745.71","3900.99","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239460","19-14605","","plot","304136","YT_Stj_22-152","2","2","152","8","5","test","","","","","","","12.9","750.38","5134.84","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271481","2020-15961","IL2020-15961","plot","304442","YT_Stj_22-153","1","1","153","9","5","test","","","","","","","13","784.52","4915.88","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292267","IL16LCSDH-01-T-863-52","","plot","304263","YT_Stj_22-154","2","2","154","10","5","test","","","","","","","12.8","749.52","5033.96","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240249","19-5152","","plot","304448","YT_Stj_22-155","1","1","155","11","5","test","","","","","","","12.9","747.82","4936.76","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292512","IL16LCSDH-02-T-864-54","","plot","304305","YT_Stj_22-156","2","2","156","12","5","test","","","","","","","12.8","722.71","4133.95","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272464","2020-9945","IL2020-9945","plot","304696","YT_Stj_22-157","1","1","157","13","5","test","","","","","","","12.6","738.89","4311.61","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240220","19-4151","IL19-4151","plot","304464","YT_Stj_22-158","2","2","158","14","5","test","","","","","","","12.4","765.16","5087.7","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272352","2020-8628","IL2020-8628","plot","304120","YT_Stj_22-159","1","1","159","15","5","test","","","","","","","13.1","731.61","4948.23","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","292213","IL16LCSDH-06-T-2661-212","","plot","304611","YT_Stj_22-16","2","2","16","16","1","test","","","","","","","12","722.46","4364.3","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239502","19-15330","","plot","304242","YT_Stj_22-160","2","2","160","16","5","test","","","","","","","12.9","745.27","5546.24","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272142","2020-6117","IL2020-6117","plot","304245","YT_Stj_22-161","1","1","161","17","5","test","","","","","","","12.6","712.13","4976.7","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272436","2020-9638","IL2020-9638","plot","304518","YT_Stj_22-162","2","2","162","18","5","test","","","","","","","12.6","752.9","5320.71","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271080","2020-11422","IL2020-11422","plot","304304","YT_Stj_22-163","1","1","163","19","5","test","","","","","","","12.3","736.36","5423.36","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","240663","18-842","","plot","304677","YT_Stj_22-164","2","2","164","20","5","test","","","","","","","12.1","751.15","5750.95","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","239396","19-13451","IL19-13451","plot","304300","YT_Stj_22-165","1","1","165","21","5","test","","","","","","","12.2","753.27","5375.78","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","271831","2020-2775","IL2020-2775","plot","304595","YT_Stj_22-166","2","2","166","22","5","test","","","","","","","12.2","754.54","5606.18","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","272127","2020-6010","IL2020-6010","plot","304431","YT_Stj_22-167","1","1","167","23","5","test","","","","","","","12.6","747.8","6024.03","","","","","",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1352","YT_Stj_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-October-22","","25","St. Jacob Township, IL","84968","07-19334","IL07-19334","plot","304742","YT_Stj_22-168","2","2","168","24","5","check","","","","","","","12.2","750.74","5782.81","","","","","",""
